# G6 dry-run baseline (2026-07-09, lane gates-L5-silentzero @ base 084de62f)
#
# EXPECTED-RED BASELINE EVIDENCE, NOT A GATE FAILURE.
# These are pre-G6 legacy results (deep/, deep_v3/, deep_v4/,
# my5090_qwen8_partial_reports/.../scores/): they were written before the
# scorer carried machine-readable zero-reason codes, so every legacy 0 reads
# as silent_zero here. The go-forward pipeline (decidable_scorer axis_reasons
# -> closed_world_eval.evaluate -> build_truth_board per_task_summary) now
# emits a reason for every scored 0; tests/test_gate_silent_zero.py pins that
# a freshly evaluated report passes this checker with zero violations.
# Withhold recognition is aligned to the G4 lane's canonical WithholdReason
# enum (branch gates-L3-withhold, commit 8985c07e), including the
# concept_axis_withheld completeness shape.
#
# NOTE: data/results/model_harness/ and data/results/subset/ do not exist in
# this worktree (box-side result sets, untracked at base 084de62f); the dry-run
# therefore covers every tracked score-result file under data/results/.
# Reproduce: python3 scripts/check_no_silent_zero.py data/results
#
G6 no-silent-zero check: data/results
  files scanned            : 1514
  files parsed as results  : 1157
  (lane, axis) units       : 10089
  violations               : 1512
  by kind                  : silent_zero=1512

VIOLATIONS (source | lane | task | axis | kind):
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0029_matrix.score.json | deerflow | dr_cross_deep_0029 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0029_matrix.score.json | deerflow | dr_cross_deep_0029 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0029_matrix.score.json | deerflow | dr_cross_deep_0029 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0030_matrix.score.json | deerflow | dr_cross_deep_0030 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0031_matrix.score.json | deerflow | dr_cross_deep_0031 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0032_matrix.score.json | deerflow | dr_cross_deep_0032 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0032_matrix.score.json | deerflow | dr_cross_deep_0032 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0033_matrix.score.json | deerflow | dr_cross_deep_0033 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0034_matrix.score.json | deerflow | dr_cross_deep_0034 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0034_matrix.score.json | deerflow | dr_cross_deep_0034 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0035_matrix.score.json | deerflow | dr_cross_deep_0035 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0036_matrix.score.json | deerflow | dr_cross_deep_0036 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0036_matrix.score.json | deerflow | dr_cross_deep_0036 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0037_matrix.score.json | deerflow | dr_cross_deep_0037 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0038_matrix.score.json | deerflow | dr_cross_deep_0038 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0038_matrix.score.json | deerflow | dr_cross_deep_0038 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0039_matrix.score.json | deerflow | dr_cross_deep_0039 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0039_matrix.score.json | deerflow | dr_cross_deep_0039 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0040_matrix.score.json | deerflow | dr_cross_deep_0040 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0040_matrix.score.json | deerflow | dr_cross_deep_0040 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0041_matrix.score.json | deerflow | dr_cross_deep_0041 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0041_matrix.score.json | deerflow | dr_cross_deep_0041 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0041_matrix.score.json | deerflow | dr_cross_deep_0041 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0042_matrix.score.json | deerflow | dr_cross_deep_0042 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0043_matrix.score.json | deerflow | dr_cross_deep_0043 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0043_matrix.score.json | deerflow | dr_cross_deep_0043 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0044_matrix.score.json | deerflow | dr_cross_deep_0044 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0044_matrix.score.json | deerflow | dr_cross_deep_0044 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0045_matrix.score.json | deerflow | dr_cross_deep_0045 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0045_matrix.score.json | deerflow | dr_cross_deep_0045 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0046_matrix.score.json | deerflow | dr_cross_deep_0046 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0046_matrix.score.json | deerflow | dr_cross_deep_0046 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0046_matrix.score.json | deerflow | dr_cross_deep_0046 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0047_matrix.score.json | deerflow | dr_cross_deep_0047 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0048_matrix.score.json | deerflow | dr_cross_deep_0048 | citation_alignment | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0048_matrix.score.json | deerflow | dr_cross_deep_0048 | quote_match | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0048_matrix.score.json | deerflow | dr_cross_deep_0048 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0049_matrix.score.json | deerflow | dr_cross_deep_0049 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0050_matrix.score.json | deerflow | dr_cross_deep_0050 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0050_matrix.score.json | deerflow | dr_cross_deep_0050 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0050_matrix.score.json | deerflow | dr_cross_deep_0050 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0051_matrix.score.json | deerflow | dr_cross_deep_0051 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0051_matrix.score.json | deerflow | dr_cross_deep_0051 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0052_matrix.score.json | deerflow | dr_cross_deep_0052 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0052_matrix.score.json | deerflow | dr_cross_deep_0052 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0052_matrix.score.json | deerflow | dr_cross_deep_0052 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0053_matrix.score.json | deerflow | dr_cross_deep_0053 | source_diversity | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0053_matrix.score.json | deerflow | dr_cross_deep_0053 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0054_matrix.score.json | deerflow | dr_cross_deep_0054 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0054_matrix.score.json | deerflow | dr_cross_deep_0054 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/deerflow__dr_cross_deep_0055_matrix.score.json | deerflow | dr_cross_deep_0055 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0001_matrix.score.json | flowsearcher-ds | dr_cross_deep_0001 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0002_matrix.score.json | flowsearcher-ds | dr_cross_deep_0002 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0003_matrix.score.json | flowsearcher-ds | dr_cross_deep_0003 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0004_matrix.score.json | flowsearcher-ds | dr_cross_deep_0004 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0005_matrix.score.json | flowsearcher-ds | dr_cross_deep_0005 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0006_matrix.score.json | flowsearcher-ds | dr_cross_deep_0006 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0007_matrix.score.json | flowsearcher-ds | dr_cross_deep_0007 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0008_matrix.score.json | flowsearcher-ds | dr_cross_deep_0008 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0009_matrix.score.json | flowsearcher-ds | dr_cross_deep_0009 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0010_matrix.score.json | flowsearcher-ds | dr_cross_deep_0010 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0011_matrix.score.json | flowsearcher-ds | dr_cross_deep_0011 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0012_matrix.score.json | flowsearcher-ds | dr_cross_deep_0012 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0013_matrix.score.json | flowsearcher-ds | dr_cross_deep_0013 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0014_matrix.score.json | flowsearcher-ds | dr_cross_deep_0014 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0015_matrix.score.json | flowsearcher-ds | dr_cross_deep_0015 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0016_matrix.score.json | flowsearcher-ds | dr_cross_deep_0016 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0017_matrix.score.json | flowsearcher-ds | dr_cross_deep_0017 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0018_matrix.score.json | flowsearcher-ds | dr_cross_deep_0018 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0019_matrix.score.json | flowsearcher-ds | dr_cross_deep_0019 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0020_matrix.score.json | flowsearcher-ds | dr_cross_deep_0020 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0021_matrix.score.json | flowsearcher-ds | dr_cross_deep_0021 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0022_matrix.score.json | flowsearcher-ds | dr_cross_deep_0022 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0023_matrix.score.json | flowsearcher-ds | dr_cross_deep_0023 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0024_matrix.score.json | flowsearcher-ds | dr_cross_deep_0024 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0025_matrix.score.json | flowsearcher-ds | dr_cross_deep_0025 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0026_matrix.score.json | flowsearcher-ds | dr_cross_deep_0026 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0027_matrix.score.json | flowsearcher-ds | dr_cross_deep_0027 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0028_matrix.score.json | flowsearcher-ds | dr_cross_deep_0028 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0029_matrix.score.json | flowsearcher-ds | dr_cross_deep_0029 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0030_matrix.score.json | flowsearcher-ds | dr_cross_deep_0030 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0031_matrix.score.json | flowsearcher-ds | dr_cross_deep_0031 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0032_matrix.score.json | flowsearcher-ds | dr_cross_deep_0032 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0033_matrix.score.json | flowsearcher-ds | dr_cross_deep_0033 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0034_matrix.score.json | flowsearcher-ds | dr_cross_deep_0034 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0035_matrix.score.json | flowsearcher-ds | dr_cross_deep_0035 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0036_matrix.score.json | flowsearcher-ds | dr_cross_deep_0036 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0037_matrix.score.json | flowsearcher-ds | dr_cross_deep_0037 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0038_matrix.score.json | flowsearcher-ds | dr_cross_deep_0038 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0039_matrix.score.json | flowsearcher-ds | dr_cross_deep_0039 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0040_matrix.score.json | flowsearcher-ds | dr_cross_deep_0040 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0041_matrix.score.json | flowsearcher-ds | dr_cross_deep_0041 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0042_matrix.score.json | flowsearcher-ds | dr_cross_deep_0042 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0043_matrix.score.json | flowsearcher-ds | dr_cross_deep_0043 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0044_matrix.score.json | flowsearcher-ds | dr_cross_deep_0044 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0045_matrix.score.json | flowsearcher-ds | dr_cross_deep_0045 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0046_matrix.score.json | flowsearcher-ds | dr_cross_deep_0046 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0047_matrix.score.json | flowsearcher-ds | dr_cross_deep_0047 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0048_matrix.score.json | flowsearcher-ds | dr_cross_deep_0048 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0049_matrix.score.json | flowsearcher-ds | dr_cross_deep_0049 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0050_matrix.score.json | flowsearcher-ds | dr_cross_deep_0050 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0051_matrix.score.json | flowsearcher-ds | dr_cross_deep_0051 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0052_matrix.score.json | flowsearcher-ds | dr_cross_deep_0052 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0053_matrix.score.json | flowsearcher-ds | dr_cross_deep_0053 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0054_matrix.score.json | flowsearcher-ds | dr_cross_deep_0054 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/flowsearcher-ds__dr_cross_deep_0055_matrix.score.json | flowsearcher-ds | dr_cross_deep_0055 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0001_matrix.score.json | gpt-researcher | dr_cross_deep_0001 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0002_matrix.score.json | gpt-researcher | dr_cross_deep_0002 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0003_matrix.score.json | gpt-researcher | dr_cross_deep_0003 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0004_matrix.score.json | gpt-researcher | dr_cross_deep_0004 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0005_matrix.score.json | gpt-researcher | dr_cross_deep_0005 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0006_matrix.score.json | gpt-researcher | dr_cross_deep_0006 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0007_matrix.score.json | gpt-researcher | dr_cross_deep_0007 | perspective_balance | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0007_matrix.score.json | gpt-researcher | dr_cross_deep_0007 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0008_matrix.score.json | gpt-researcher | dr_cross_deep_0008 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0009_matrix.score.json | gpt-researcher | dr_cross_deep_0009 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0010_matrix.score.json | gpt-researcher | dr_cross_deep_0010 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0011_matrix.score.json | gpt-researcher | dr_cross_deep_0011 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0012_matrix.score.json | gpt-researcher | dr_cross_deep_0012 | url_coverage | silent_zero | value=0.0 reason=None
  data/results/my5090_qwen8_partial_reports/qwen8_partial_report_20260706_091118/scores/gpt-researcher__dr_cross_deep_0013_matrix.score.json | gpt-researcher | dr_cross_deep_0013 | url_coverage | silent_zero | value=0.0 reason=None
